,Unnamed: 0,TICKER,OPEN,HIGH,LOW,CLOSE,VOLUME,BARTIMESTAMP,ASSET,VWAP
18186162,18186162,GBCO,5.45,5.46,5.45,5.45,26254,2023-06-06 12:10:00,1.0,5.4455982
18192292,18192292,GBCO,5.61,5.64,5.61,5.64,171231,2023-06-04 11:40:00,1.0,5.623945
18192409,18192409,GBCO,5.46,5.46,5.45,5.46,12035,2023-06-06 12:25:00,1.0,5.4463738
18193099,18193099,GBCO,5.63,5.63,5.62,5.62,12264,2023-06-11 12:40:00,1.0,5.4975444
18198533,18198533,GBCO,5.67,5.67,5.64,5.64,79688,2023-06-04 11:50:00,1.0,5.6286739
18198658,18198658,GBCO,5.46,5.46,5.45,5.45,2109,2023-06-06 12:30:00,1.0,5.4464088
18199292,18199292,GBCO,5.62,5.62,5.58,5.58,382092,2023-06-11 12:45:00,1.0,5.4995499
18199371,18199371,GBCO,5.59,5.59,5.57,5.58,55340,2023-06-11 12:50:00,1.0,5.4991406
18199452,18199452,GBCO,5.77,5.78,5.75,5.75,71705,2023-06-13 10:00:00,1.0,5.770922
18204871,18204871,GBCO,5.64,5.66,5.63,5.65,168167,2023-06-04 11:55:00,1.0,5.631224
18205638,18205638,GBCO,5.79,5.83,5.78,5.8,345717,2023-06-13 10:15:00,1.0,5.7738587
18218894,18218894,GBCO,5.66,5.67,5.65,5.66,126063,2023-06-04 12:00:00,1.0,5.6310497
18219010,18219010,GBCO,5.67,5.68,5.66,5.67,143206,2023-06-04 12:05:00,1.0,5.6357977
18219042,18219042,GBCO,5.41,5.41,5.41,5.41,46286,2023-06-05 14:25:00,1.0,5.507064
18219267,18219267,GBCO,5.36,5.38,5.35,5.36,52552,2023-06-08 10:45:00,1.0,5.3447781
18227548,18227548,GBCO,5.63,5.66,5.63,5.65,29690,2023-06-04 12:25:00,1.0,5.6488384
18227680,18227680,GBCO,5.44,5.45,5.42,5.45,178919,2023-06-06 10:25:00,1.0,5.4462613
18227850,18227850,GBCO,5.37,5.39,5.37,5.38,117,2023-06-08 11:35:00,1.0,5.3751742
18236127,18236127,GBCO,5.62,5.63,5.62,5.63,39111,2023-06-04 12:35:00,1.0,5.6486584
18236328,18236328,GBCO,5.45,5.45,5.44,5.45,63848,2023-06-06 11:10:00,1.0,5.4391402
18244533,18244533,GBCO,5.55,5.55,5.54,5.55,20415,2023-06-05 11:20:00,1.0,5.5451629
18244860,18244860,GBCO,5.37,5.37,5.35,5.35,23639,2023-06-08 13:00:00,1.0,5.3677254
18253085,18253085,GBCO,5.54,5.54,5.52,5.54,21265,2023-06-05 11:45:00,1.0,5.5446402
18253214,18253214,GBCO,5.47,5.48,5.47,5.48,29658,2023-06-06 11:50:00,1.0,5.4441102
18253277,18253277,GBCO,5.47,5.47,5.45,5.46,30382,2023-06-06 11:55:00,1.0,5.443705
18253442,18253442,GBCO,5.37,5.4,5.37,5.38,4731,2023-06-08 14:00:00,1.0,5.3661619
18261702,18261702,GBCO,5.52,5.54,5.5,5.51,41323,2023-06-05 12:00:00,1.0,5.5339554
18261994,18261994,GBCO,5.38,5.38,5.36,5.36,127363,2023-06-08 14:10:00,1.0,5.3669181
18270028,18270028,GBCO,5.64,5.64,5.63,5.64,6941,2023-06-01 10:15:00,1.0,5.6402151
18270192,18270192,GBCO,5.54,5.55,5.51,5.54,25706,2023-06-05 12:05:00,1.0,5.5339641
18270338,18270338,GBCO,5.45,5.46,5.44,5.45,48033,2023-06-06 12:45:00,1.0,5.4466348
18270500,18270500,GBCO,5.36,5.36,5.36,5.36,36687,2023-06-08 14:25:00,1.0,5.3666537
18278341,18278341,GBCO,5.61,5.63,5.6,5.61,11943,2023-06-01 10:35:00,1.0,5.6378142
18278488,18278488,GBCO,5.52,5.54,5.52,5.54,4201,2023-06-05 12:10:00,1.0,5.5338499
18278628,18278628,GBCO,5.46,5.46,5.44,5.44,32445,2023-06-06 12:55:00,1.0,5.4469512
18286729,18286729,GBCO,5.59,5.6,5.57,5.6,16049,2023-06-01 10:55:00,1.0,5.6118721
18286847,18286847,GBCO,5.54,5.54,5.52,5.52,11928,2023-06-05 12:15:00,1.0,5.5337781
18286963,18286963,GBCO,5.46,5.46,5.43,5.44,111214,2023-06-06 13:10:00,1.0,5.4470381
18287066,18287066,GBCO,5.42,5.43,5.41,5.42,157094,2023-06-06 13:25:00,1.0,5.4458547
18295170,18295170,GBCO,5.52,5.53,5.51,5.52,15802,2023-06-05 12:20:00,1.0,5.5331279
18295423,18295423,GBCO,5.42,5.42,5.4,5.41,49084,2023-06-06 13:45:00,1.0,5.4395419
18303378,18303378,GBCO,5.64,5.64,5.63,5.63,7340,2023-06-04 10:50:00,1.0,5.6327147
18303455,18303455,GBCO,5.53,5.55,5.53,5.53,25381,2023-06-05 12:25:00,1.0,5.5332383
18303556,18303556,GBCO,5.53,5.55,5.53,5.55,7458,2023-06-05 12:30:00,1.0,5.5332381
18303714,18303714,GBCO,5.4,5.4,5.4,5.4,47293,2023-06-06 14:00:00,1.0,5.4344968
18311760,18311760,GBCO,5.61,5.62,5.61,5.61,5163,2023-06-04 11:10:00,1.0,5.6282051
18311941,18311941,GBCO,5.53,5.53,5.5,5.51,368,2023-06-05 12:55:00,1.0,5.5322327
18320170,18320170,GBCO,5.61,5.62,5.61,5.61,14514,2023-06-04 11:15:00,1.0,5.6276269
18320251,18320251,GBCO,5.62,5.62,5.6,5.62,22142,2023-06-04 11:20:00,1.0,5.6274819
18320289,18320289,GBCO,5.52,5.52,5.51,5.52,5162,2023-06-05 13:10:00,1.0,5.5321778
18328561,18328561,GBCO,5.61,5.61,5.6,5.61,22121,2023-06-04 11:30:00,1.0,5.6263315
18328667,18328667,GBCO,5.46,5.48,5.46,5.46,5667,2023-06-05 13:55:00,1.0,5.5176914
18328769,18328769,GBCO,5.46,5.48,5.44,5.47,72295,2023-06-05 14:00:00,1.0,5.5173734
18336812,18336812,GBCO,5.6,5.62,5.59,5.62,55485,2023-06-04 11:35:00,1.0,5.6234612
18337064,18337064,GBCO,5.45,5.46,5.45,5.46,26056,2023-06-05 14:05:00,1.0,5.5160355
18337218,18337218,GBCO,5.38,5.38,5.38,5.38,2357,2023-06-07 14:05:00,1.0,5.4383555
18337219,18337219,GBCO,5.36,5.37,5.35,5.35,182276,2023-06-07 14:10:00,1.0,5.4384056
18346058,18346058,GBCO,5.72,5.75,5.72,5.75,6497,2023-05-31 10:55:00,1.0,5.7775928
18346287,18346287,GBCO,5.55,5.56,5.53,5.55,33652,2023-06-05 12:35:00,1.0,5.5328179
18346288,18346288,GBCO,5.53,5.55,5.53,5.55,24038,2023-06-05 12:40:00,1.0,5.532698
18346289,18346289,GBCO,5.53,5.56,5.5,5.56,155543,2023-06-05 12:45:00,1.0,5.5322646
18346612,18346612,GBCO,5.48,5.49,5.48,5.49,7914,2023-06-05 13:35:00,1.0,5.5272423
18346801,18346801,GBCO,5.4,5.4,5.39,5.4,67364,2023-06-06 14:05:00,1.0,5.4333075
18346903,18346903,GBCO,5.46,5.48,5.46,5.48,34390,2023-06-07 11:20:00,1.0,5.4713683
18347071,18347071,GBCO,5.47,5.47,5.45,5.45,2489,2023-06-07 12:35:00,1.0,5.4743513
18355038,18355038,GBCO,5.71,5.73,5.71,5.72,28881,2023-05-31 11:10:00,1.0,5.7701486
18355260,18355260,GBCO,5.64,5.64,5.61,5.63,12530,2023-06-01 10:25:00,1.0,5.6392676
18355389,18355389,GBCO,5.51,5.51,5.47,5.5,27485,2023-06-05 13:20:00,1.0,5.5296961
18355427,18355427,GBCO,5.45,5.5,5.44,5.44,124867,2023-06-05 13:45:00,1.0,5.5268041
18355970,18355970,GBCO,5.43,5.45,5.4,5.4,99216,2023-06-07 12:55:00,1.0,5.4737663
18356838,18356838,GBCO,5.65,5.67,5.63,5.67,330617,2023-06-12 10:00:00,1.0,5.65
18356937,18356937,GBCO,5.69,5.7,5.68,5.7,158321,2023-06-12 10:40:00,1.0,5.7075682
18364089,18364089,GBCO,5.72,5.73,5.69,5.69,280943,2023-05-31 11:15:00,1.0,5.7706895
18364516,18364516,GBCO,5.41,5.43,5.41,5.43,11766,2023-06-07 10:00:00,1.0,5.4256522
18364627,18364627,GBCO,5.48,5.49,5.47,5.47,21155,2023-06-07 11:45:00,1.0,5.4726698
18364708,18364708,GBCO,5.47,5.48,5.46,5.48,3131,2023-06-07 11:50:00,1.0,5.4726634
18364842,18364842,GBCO,5.41,5.42,5.41,5.41,5933,2023-06-07 13:05:00,1.0,5.4676813
18372607,18372607,GBCO,5.69,5.7,5.68,5.68,42114,2023-05-31 11:20:00,1.0,5.7599983
18372998,18372998,GBCO,5.46,5.46,5.46,5.46,526,2023-06-07 11:15:00,1.0,5.4714568
18373142,18373142,GBCO,5.48,5.48,5.47,5.47,22586,2023-06-07 12:10:00,1.0,5.4726816
18373202,18373202,GBCO,5.41,5.42,5.41,5.41,15725,2023-06-07 13:10:00,1.0,5.4677547
18381189,18381189,GBCO,5.72,5.72,5.7,5.7,101647,2023-05-31 11:30:00,1.0,5.7557621
18381353,18381353,GBCO,5.61,5.64,5.61,5.64,36625,2023-06-01 12:50:00,1.0,5.6050273
18381418,18381418,GBCO,5.47,5.5,5.47,5.5,102297,2023-06-07 12:15:00,1.0,5.4727007
18389557,18389557,GBCO,5.7,5.72,5.69,5.72,69763,2023-05-31 11:45:00,1.0,5.7492689
18389709,18389709,GBCO,5.62,5.64,5.62,5.62,1395,2023-06-01 13:05:00,1.0,5.6047199
18389773,18389773,GBCO,5.63,5.63,5.6,5.63,629,2023-06-01 13:15:00,1.0,5.606569
18397695,18397695,GBCO,5.72,5.72,5.69,5.7,16198,2023-05-31 11:50:00,1.0,5.7491129
18397791,18397791,GBCO,5.7,5.71,5.69,5.71,18396,2023-05-31 11:55:00,1.0,5.747572
18397945,18397945,GBCO,5.64,5.64,5.62,5.62,149395,2023-06-01 13:35:00,1.0,5.6066634
18398580,18398580,GBCO,5.86,6.1,5.85,6.05,5960659,2023-06-13 11:10:00,1.0,5.8377734
18398983,18398983,GBCO,5.44,5.5,5.43,5.5,133131,2023-06-11 10:05:00,1.0,5.3697389
18399112,18399112,GBCO,6.11,6.17,6.11,6.14,1201677,2023-06-13 13:10:00,1.0,6.0403364
18399322,18399322,GBCO,5.69,5.71,5.69,5.7,43678,2023-06-12 10:50:00,1.0,5.7074795
18407285,18407285,GBCO,5.8,5.8,5.77,5.78,358983,2023-06-12 11:50:00,1.0,5.7212418
18407422,18407422,GBCO,5.76,5.76,5.75,5.75,235680,2023-06-12 12:15:00,1.0,5.7282219
18407810,18407810,GBCO,5.69,5.72,5.69,5.72,40684,2023-06-12 10:55:00,1.0,5.7059107
18407901,18407901,GBCO,5.71,5.72,5.69,5.71,176971,2023-06-12 11:10:00,1.0,5.7059381
18407996,18407996,GBCO,5.7,5.72,5.68,5.68,606869,2023-06-12 11:15:00,1.0,5.705888
18415231,18415231,GBCO,5.73,5.74,5.71,5.73,6346,2023-05-31 12:10:00,1.0,5.7466641
18416040,18416040,GBCO,5.78,5.78,5.72,5.75,100668,2023-06-13 10:05:00,1.0,5.7622203
18416150,18416150,GBCO,5.79,5.82,5.78,5.82,168093,2023-06-13 10:25:00,1.0,5.7877011
18416817,18416817,GBCO,5.35,5.36,5.34,5.35,33436,2023-06-08 10:20:00,1.0,5.3330135
18423933,18423933,GBCO,5.74,5.76,5.73,5.75,116394,2023-05-31 12:30:00,1.0,5.7458027
18424085,18424085,GBCO,5.56,5.57,5.51,5.53,89016,2023-06-05 10:15:00,1.0,5.5566731
18424848,18424848,GBCO,5.35,5.38,5.34,5.38,16961,2023-06-08 10:25:00,1.0,5.3317829
18425090,18425090,GBCO,5.38,5.38,5.38,5.38,1000,2023-06-08 10:55:00,1.0,5.3712318
18425363,18425363,GBCO,5.34,5.34,5.33,5.33,60021,2023-06-08 12:10:00,1.0,5.3709405
18425485,18425485,GBCO,5.35,5.38,5.35,5.37,4919,2023-06-08 10:35:00,1.0,5.337093
18425554,18425554,GBCO,5.39,5.39,5.36,5.39,1846,2023-06-08 11:20:00,1.0,5.3751395
18425577,18425577,GBCO,5.37,5.39,5.37,5.37,921,2023-06-08 11:25:00,1.0,5.3751336
18425610,18425610,GBCO,5.39,5.39,5.37,5.39,115,2023-06-08 11:30:00,1.0,5.3751742
18432595,18432595,GBCO,5.7,5.79,5.7,5.78,287173,2023-05-31 10:00:00,1.0,5.7359858
18432651,18432651,GBCO,5.75,5.76,5.75,5.76,48503,2023-05-31 12:35:00,1.0,5.7459395
18432821,18432821,GBCO,5.56,5.56,5.54,5.56,51865,2023-06-05 10:20:00,1.0,5.5506945
18433151,18433151,GBCO,5.37,5.38,5.34,5.35,25131,2023-06-08 10:30:00,1.0,5.3375601
18433262,18433262,GBCO,5.37,5.38,5.36,5.36,27005,2023-06-08 10:40:00,1.0,5.3441736
18433374,18433374,GBCO,5.38,5.4,5.36,5.38,259127,2023-06-08 10:50:00,1.0,5.3467042
18433461,18433461,GBCO,5.39,5.39,5.37,5.37,1610,2023-06-08 11:40:00,1.0,5.3751791
18433595,18433595,GBCO,5.35,5.35,5.33,5.33,9241,2023-06-08 12:00:00,1.0,5.3711604
18433663,18433663,GBCO,5.35,5.35,5.33,5.35,3414,2023-06-08 12:15:00,1.0,5.3686302
18433722,18433722,GBCO,5.33,5.34,5.33,5.34,23,2023-06-08 12:20:00,1.0,5.3682276
18433959,18433959,GBCO,5.35,5.37,5.34,5.35,5768,2023-06-08 11:55:00,1.0,5.3734464
18434223,18434223,GBCO,5.37,5.38,5.36,5.36,35017,2023-06-08 12:35:00,1.0,5.3682359
18434404,18434404,GBCO,5.37,5.37,5.35,5.35,51340,2023-06-08 12:55:00,1.0,5.3677458
18434511,18434511,GBCO,5.34,5.35,5.34,5.34,9073,2023-06-08 13:20:00,1.0,5.3656552
18434569,18434569,GBCO,5.33,5.34,5.31,5.31,113719,2023-06-08 13:30:00,1.0,5.362624
18434703,18434703,GBCO,5.4,5.4,5.37,5.4,468,2023-06-08 13:50:00,1.0,5.3661634
18441684,18441684,GBCO,5.78,5.78,5.75,5.75,9776,2023-05-31 10:05:00,1.0,5.7613597
18441830,18441830,GBCO,5.73,5.73,5.72,5.72,26183,2023-05-31 12:50:00,1.0,5.7459567
18442284,18442284,GBCO,5.39,5.39,5.36,5.36,17935,2023-06-08 11:15:00,1.0,5.3752542
18442325,18442325,GBCO,5.33,5.33,5.33,5.33,11,2023-06-08 12:05:00,1.0,5.3709408
18442443,18442443,GBCO,5.34,5.37,5.34,5.36,53987,2023-06-08 12:25:00,1.0,5.3682281
18442530,18442530,GBCO,5.36,5.37,5.36,5.36,19749,2023-06-08 12:30:00,1.0,5.3677609
18442651,18442651,GBCO,5.37,5.37,5.36,5.36,877,2023-06-08 12:40:00,1.0,5.3682857
18442840,18442840,GBCO,5.35,5.36,5.35,5.35,17872,2023-06-08 13:05:00,1.0,5.3674828
18443112,18443112,GBCO,5.39,5.4,5.38,5.4,53300,2023-06-08 13:55:00,1.0,5.3661675
18443439,18443439,GBCO,5.48,5.49,5.47,5.48,71398,2023-06-11 10:15:00,1.0,5.3703001
18450865,18450865,GBCO,5.72,5.72,5.71,5.72,3601,2023-05-31 12:55:00,1.0,5.7458778
18451270,18451270,GBCO,5.34,5.34,5.33,5.33,31180,2023-06-08 13:10:00,1.0,5.3670115
18451396,18451396,GBCO,5.37,5.4,5.37,5.4,7511,2023-06-08 13:40:00,1.0,5.3682393
18451484,18451484,GBCO,5.37,5.4,5.37,5.37,25079,2023-06-08 13:45:00,1.0,5.3661732
18451597,18451597,GBCO,5.38,5.38,5.37,5.37,55786,2023-06-08 14:05:00,1.0,5.3663074
18451786,18451786,GBCO,5.47,5.47,5.44,5.44,11351,2023-06-11 10:00:00,1.0,5.366772
18452402,18452402,GBCO,5.49,5.51,5.49,5.51,11941,2023-06-11 12:05:00,1.0,5.4345182
18459826,18459826,GBCO,5.76,5.81,5.76,5.8,502376,2023-05-31 10:20:00,1.0,5.7714181
18459925,18459925,GBCO,5.78,5.81,5.78,5.78,122244,2023-05-31 10:25:00,1.0,5.7783963
18460127,18460127,GBCO,5.53,5.54,5.53,5.54,21212,2023-06-05 11:35:00,1.0,5.544701
18460777,18460777,GBCO,5.46,5.47,5.46,5.47,24967,2023-06-11 10:30:00,1.0,5.3839512
18460778,18460778,GBCO,5.47,5.48,5.46,5.46,12143,2023-06-11 10:35:00,1.0,5.3848769
18460779,18460779,GBCO,5.46,5.47,5.45,5.47,16953,2023-06-11 10:40:00,1.0,5.386318
18460780,18460780,GBCO,5.47,5.48,5.47,5.47,36161,2023-06-11 10:45:00,1.0,5.3902597
18460781,18460781,GBCO,5.46,5.47,5.46,5.47,3200,2023-06-11 10:50:00,1.0,5.3865233
18460782,18460782,GBCO,5.47,5.5,5.47,5.5,274801,2023-06-11 10:55:00,1.0,5.3929859
18460783,18460783,GBCO,5.5,5.54,5.5,5.53,419184,2023-06-11 11:00:00,1.0,5.4012971
18460784,18460784,GBCO,5.54,5.55,5.51,5.53,152559,2023-06-11 11:05:00,1.0,5.4168769
18460785,18460785,GBCO,5.53,5.55,5.53,5.53,156610,2023-06-11 11:10:00,1.0,5.4159823
18460786,18460786,GBCO,5.53,5.54,5.52,5.53,105005,2023-06-11 11:15:00,1.0,5.4315793
18460787,18460787,GBCO,5.53,5.54,5.52,5.52,20996,2023-06-11 11:20:00,1.0,5.4308167
18460788,18460788,GBCO,5.52,5.53,5.49,5.49,272496,2023-06-11 11:25:00,1.0,5.4274023
18460789,18460789,GBCO,5.5,5.51,5.49,5.5,32561,2023-06-11 11:30:00,1.0,5.4325372
18460790,18460790,GBCO,5.5,5.51,5.5,5.5,18293,2023-06-11 11:35:00,1.0,5.431951
18460791,18460791,GBCO,5.5,5.52,5.5,5.5,11476,2023-06-11 11:40:00,1.0,5.433243
18460792,18460792,GBCO,5.51,5.51,5.5,5.51,11562,2023-06-11 11:45:00,1.0,5.4332739
